device: cuda   amp: bf16
train pairs: 84500 from 169 split(s)   crop: 512
val scenes: 200
sampling 20000 of 84500 pairs per epoch (9.5 passes over the pool)
parameters: 0.46M
fine-tuning from weights/driftsense_p4_last.pt: weights only (fresh optimizer, fresh one-cycle at max_lr 0.00015, epoch counter from 0)
resumed from weights/driftsense_p4_last.pt (epoch 0, best 0.442px)
  e0 [50/1250] loss 0.400 focal 0.298 off 0.1025 | batch median err 1.8px | 47.3 img/s | lr 6.02e-06
  e25 [850/1250] loss 0.360 focal 0.257 off 0.1036 | batch median err 1.2px | 76.2 img/s | lr 5.66e-05
  e25 [900/1250] loss 0.361 focal 0.258 off 0.1034 | batch median err 1.7px | 76.2 img/s | lr 5.63e-05
  e25 [950/1250] loss 0.362 focal 0.259 off 0.1038 | batch median err 1.7px | 76.2 img/s | lr 5.61e-05
  e25 [1000/1250] loss 0.363 focal 0.259 off 0.1040 | batch median err 1.5px | 76.2 img/s | lr 5.58e-05
  e25 [1050/1250] loss 0.364 focal 0.260 off 0.1038 | batch median err 1.2px | 76.2 img/s | lr 5.55e-05
  e25 [1100/1250] loss 0.364 focal 0.260 off 0.1040 | batch median err 1.2px | 76.2 img/s | lr 5.53e-05
  e25 [1150/1250] loss 0.363 focal 0.259 off 0.1039 | batch median err 1.1px | 76.2 img/s | lr 5.50e-05
  e25 [1200/1250] loss 0.363 focal 0.259 off 0.1039 | batch median err 1.1px | 76.2 img/s | lr 5.47e-05
  e25 [1250/1250] loss 0.363 focal 0.259 off 0.1039 | batch median err 1.2px | 76.2 img/s | lr 5.45e-05
epoch 25: loss 0.3630 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e26 [50/1250] loss 0.319 focal 0.216 off 0.1034 | batch median err 1.3px | 72.5 img/s | lr 5.42e-05
  e26 [100/1250] loss 0.342 focal 0.240 off 0.1022 | batch median err 1.3px | 74.4 img/s | lr 5.39e-05
  e26 [150/1250] loss 0.353 focal 0.250 off 0.1036 | batch median err 1.4px | 75.1 img/s | lr 5.37e-05
  e26 [200/1250] loss 0.351 focal 0.249 off 0.1021 | batch median err 1.3px | 75.4 img/s | lr 5.34e-05
  e26 [250/1250] loss 0.359 focal 0.254 off 0.1051 | batch median err 2.6px | 75.6 img/s | lr 5.31e-05
  e26 [300/1250] loss 0.360 focal 0.255 off 0.1053 | batch median err 1.1px | 75.7 img/s | lr 5.29e-05
  e26 [350/1250] loss 0.359 focal 0.253 off 0.1052 | batch median err 1.4px | 75.8 img/s | lr 5.26e-05
  e26 [400/1250] loss 0.359 focal 0.253 off 0.1057 | batch median err 1.5px | 75.9 img/s | lr 5.23e-05
  e26 [450/1250] loss 0.356 focal 0.250 off 0.1054 | batch median err 1.4px | 75.9 img/s | lr 5.21e-05
  e26 [500/1250] loss 0.353 focal 0.248 off 0.1050 | batch median err 1.9px | 76.0 img/s | lr 5.18e-05
  e26 [550/1250] loss 0.355 focal 0.250 off 0.1050 | batch median err 1.9px | 76.0 img/s | lr 5.16e-05
  e26 [600/1250] loss 0.356 focal 0.250 off 0.1051 | batch median err 2.0px | 76.1 img/s | lr 5.13e-05
  e26 [650/1250] loss 0.356 focal 0.251 off 0.1052 | batch median err 0.9px | 76.1 img/s | lr 5.10e-05
  e26 [700/1250] loss 0.358 focal 0.252 off 0.1057 | batch median err 1.4px | 76.1 img/s | lr 5.08e-05
  e26 [750/1250] loss 0.358 focal 0.252 off 0.1061 | batch median err 1.3px | 76.1 img/s | lr 5.05e-05
  e26 [800/1250] loss 0.357 focal 0.250 off 0.1064 | batch median err 1.3px | 76.1 img/s | lr 5.02e-05
  e26 [850/1250] loss 0.356 focal 0.249 off 0.1063 | batch median err 1.4px | 76.1 img/s | lr 5.00e-05
  e26 [900/1250] loss 0.356 focal 0.250 off 0.1060 | batch median err 0.9px | 76.2 img/s | lr 4.97e-05
  e26 [950/1250] loss 0.357 focal 0.252 off 0.1057 | batch median err 1.1px | 76.2 img/s | lr 4.95e-05
  e26 [1000/1250] loss 0.358 focal 0.251 off 0.1063 | batch median err 1.2px | 76.2 img/s | lr 4.92e-05
  e26 [1050/1250] loss 0.357 focal 0.250 off 0.1061 | batch median err 1.7px | 76.2 img/s | lr 4.89e-05
  e26 [1100/1250] loss 0.357 focal 0.251 off 0.1061 | batch median err 1.6px | 76.2 img/s | lr 4.87e-05
  e26 [1150/1250] loss 0.357 focal 0.251 off 0.1062 | batch median err 1.4px | 76.2 img/s | lr 4.84e-05
  e26 [1200/1250] loss 0.356 focal 0.249 off 0.1061 | batch median err 1.0px | 76.2 img/s | lr 4.82e-05
  e26 [1250/1250] loss 0.355 focal 0.249 off 0.1061 | batch median err 1.5px | 76.2 img/s | lr 4.79e-05
epoch 26: loss 0.3550 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e27 [50/1250] loss 0.353 focal 0.256 off 0.0968 | batch median err 1.7px | 72.0 img/s | lr 4.76e-05
  e27 [100/1250] loss 0.355 focal 0.256 off 0.0997 | batch median err 1.1px | 74.1 img/s | lr 4.74e-05
  e27 [150/1250] loss 0.349 focal 0.248 off 0.1003 | batch median err 1.3px | 74.9 img/s | lr 4.71e-05
  e27 [200/1250] loss 0.355 focal 0.252 off 0.1028 | batch median err 1.4px | 75.3 img/s | lr 4.69e-05
  e27 [250/1250] loss 0.350 focal 0.248 off 0.1018 | batch median err 1.5px | 75.5 img/s | lr 4.66e-05
  e27 [300/1250] loss 0.352 focal 0.250 off 0.1022 | batch median err 2.8px | 75.6 img/s | lr 4.64e-05
  e27 [350/1250] loss 0.354 focal 0.251 off 0.1032 | batch median err 1.3px | 75.8 img/s | lr 4.61e-05
  e27 [400/1250] loss 0.356 focal 0.253 off 0.1035 | batch median err 1.7px | 75.8 img/s | lr 4.58e-05
  e27 [450/1250] loss 0.358 focal 0.253 off 0.1047 | batch median err 1.6px | 75.9 img/s | lr 4.56e-05
  e27 [500/1250] loss 0.359 focal 0.255 off 0.1046 | batch median err 2.0px | 75.9 img/s | lr 4.53e-05
  e27 [550/1250] loss 0.359 focal 0.255 off 0.1042 | batch median err 1.6px | 76.0 img/s | lr 4.51e-05
  e27 [600/1250] loss 0.358 focal 0.254 off 0.1040 | batch median err 1.1px | 76.0 img/s | lr 4.48e-05
  e27 [650/1250] loss 0.359 focal 0.254 off 0.1043 | batch median err 1.1px | 76.0 img/s | lr 4.46e-05
  e27 [700/1250] loss 0.356 focal 0.252 off 0.1041 | batch median err 1.5px | 76.1 img/s | lr 4.43e-05
  e27 [750/1250] loss 0.357 focal 0.253 off 0.1037 | batch median err 1.7px | 76.1 img/s | lr 4.41e-05
  e27 [800/1250] loss 0.356 focal 0.252 off 0.1042 | batch median err 1.2px | 76.1 img/s | lr 4.38e-05
  e27 [850/1250] loss 0.356 focal 0.251 off 0.1045 | batch median err 1.5px | 76.1 img/s | lr 4.36e-05
  e27 [900/1250] loss 0.354 focal 0.250 off 0.1042 | batch median err 1.5px | 76.1 img/s | lr 4.33e-05
  e27 [950/1250] loss 0.354 focal 0.249 off 0.1047 | batch median err 0.9px | 76.2 img/s | lr 4.31e-05
  e27 [1000/1250] loss 0.354 focal 0.250 off 0.1046 | batch median err 1.1px | 76.2 img/s | lr 4.28e-05
  e27 [1050/1250] loss 0.357 focal 0.252 off 0.1049 | batch median err 1.2px | 76.2 img/s | lr 4.26e-05
  e27 [1100/1250] loss 0.357 focal 0.252 off 0.1051 | batch median err 1.9px | 76.2 img/s | lr 4.23e-05
  e27 [1150/1250] loss 0.358 focal 0.253 off 0.1054 | batch median err 1.2px | 76.2 img/s | lr 4.21e-05
  e27 [1200/1250] loss 0.359 focal 0.254 off 0.1052 | batch median err 3.5px | 76.2 img/s | lr 4.18e-05
  e27 [1250/1250] loss 0.358 focal 0.253 off 0.1049 | batch median err 1.1px | 76.2 img/s | lr 4.16e-05
epoch 27: loss 0.3581 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e28 [50/1250] loss 0.326 focal 0.225 off 0.1011 | batch median err 1.3px | 72.7 img/s | lr 4.13e-05
  e28 [100/1250] loss 0.342 focal 0.233 off 0.1080 | batch median err 1.8px | 74.5 img/s | lr 4.11e-05
  e28 [150/1250] loss 0.349 focal 0.244 off 0.1046 | batch median err 2.2px | 75.1 img/s | lr 4.08e-05
  e28 [200/1250] loss 0.356 focal 0.250 off 0.1060 | batch median err 1.7px | 75.5 img/s | lr 4.06e-05
  e28 [250/1250] loss 0.358 focal 0.252 off 0.1058 | batch median err 1.5px | 75.6 img/s | lr 4.03e-05
  e28 [300/1250] loss 0.358 focal 0.251 off 0.1067 | batch median err 2.8px | 75.8 img/s | lr 4.01e-05
  e28 [350/1250] loss 0.358 focal 0.251 off 0.1078 | batch median err 1.3px | 75.9 img/s | lr 3.98e-05
  e28 [400/1250] loss 0.358 focal 0.252 off 0.1068 | batch median err 1.4px | 75.9 img/s | lr 3.96e-05
  e28 [450/1250] loss 0.358 focal 0.251 off 0.1068 | batch median err 1.3px | 76.0 img/s | lr 3.94e-05
  e28 [500/1250] loss 0.359 focal 0.252 off 0.1072 | batch median err 1.7px | 76.0 img/s | lr 3.91e-05
  e28 [550/1250] loss 0.359 focal 0.253 off 0.1064 | batch median err 1.1px | 76.0 img/s | lr 3.89e-05
  e28 [600/1250] loss 0.356 focal 0.250 off 0.1059 | batch median err 1.1px | 76.1 img/s | lr 3.86e-05
  e28 [650/1250] loss 0.355 focal 0.248 off 0.1064 | batch median err 1.1px | 76.1 img/s | lr 3.84e-05
  e28 [700/1250] loss 0.353 focal 0.248 off 0.1055 | batch median err 1.7px | 76.1 img/s | lr 3.81e-05
  e28 [750/1250] loss 0.351 focal 0.245 off 0.1051 | batch median err 1.3px | 76.1 img/s | lr 3.79e-05
  e28 [800/1250] loss 0.352 focal 0.247 off 0.1053 | batch median err 1.0px | 76.2 img/s | lr 3.77e-05
  e28 [850/1250] loss 0.352 focal 0.247 off 0.1054 | batch median err 1.9px | 76.2 img/s | lr 3.74e-05
  e28 [900/1250] loss 0.353 focal 0.247 off 0.1054 | batch median err 1.1px | 76.2 img/s | lr 3.72e-05
  e28 [950/1250] loss 0.352 focal 0.247 off 0.1050 | batch median err 1.1px | 76.2 img/s | lr 3.69e-05
  e28 [1000/1250] loss 0.353 focal 0.248 off 0.1049 | batch median err 1.1px | 76.2 img/s | lr 3.67e-05
  e28 [1050/1250] loss 0.352 focal 0.248 off 0.1046 | batch median err 1.9px | 76.2 img/s | lr 3.65e-05
  e28 [1100/1250] loss 0.352 focal 0.247 off 0.1046 | batch median err 1.5px | 76.2 img/s | lr 3.62e-05
  e28 [1150/1250] loss 0.354 focal 0.250 off 0.1048 | batch median err 1.4px | 76.2 img/s | lr 3.60e-05
  e28 [1200/1250] loss 0.353 focal 0.249 off 0.1046 | batch median err 1.8px | 76.2 img/s | lr 3.57e-05
  e28 [1250/1250] loss 0.355 focal 0.250 off 0.1048 | batch median err 1.4px | 76.2 img/s | lr 3.55e-05
epoch 28: loss 0.3548 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e29 [50/1250] loss 0.348 focal 0.245 off 0.1029 | batch median err 2.0px | 72.4 img/s | lr 3.53e-05
  e29 [100/1250] loss 0.350 focal 0.248 off 0.1012 | batch median err 1.3px | 74.4 img/s | lr 3.50e-05
  e29 [150/1250] loss 0.361 focal 0.257 off 0.1040 | batch median err 1.1px | 75.0 img/s | lr 3.48e-05
  e29 [200/1250] loss 0.359 focal 0.255 off 0.1040 | batch median err 1.5px | 75.4 img/s | lr 3.46e-05
  e29 [250/1250] loss 0.354 focal 0.250 off 0.1036 | batch median err 2.0px | 75.6 img/s | lr 3.43e-05
  e29 [300/1250] loss 0.353 focal 0.249 off 0.1047 | batch median err 1.9px | 75.7 img/s | lr 3.41e-05
  e29 [350/1250] loss 0.353 focal 0.248 off 0.1041 | batch median err 1.3px | 75.8 img/s | lr 3.39e-05
  e29 [400/1250] loss 0.352 focal 0.248 off 0.1035 | batch median err 1.3px | 75.9 img/s | lr 3.36e-05
  e29 [450/1250] loss 0.351 focal 0.247 off 0.1034 | batch median err 0.9px | 75.9 img/s | lr 3.34e-05
  e29 [500/1250] loss 0.349 focal 0.246 off 0.1027 | batch median err 1.5px | 76.0 img/s | lr 3.32e-05
  e29 [550/1250] loss 0.350 focal 0.247 off 0.1030 | batch median err 1.8px | 76.0 img/s | lr 3.30e-05
  e29 [600/1250] loss 0.350 focal 0.248 off 0.1026 | batch median err 1.2px | 76.0 img/s | lr 3.27e-05
  e29 [650/1250] loss 0.354 focal 0.250 off 0.1037 | batch median err 1.5px | 76.1 img/s | lr 3.25e-05
  e29 [700/1250] loss 0.353 focal 0.250 off 0.1031 | batch median err 1.9px | 76.1 img/s | lr 3.23e-05
  e29 [750/1250] loss 0.352 focal 0.249 off 0.1031 | batch median err 1.5px | 76.1 img/s | lr 3.20e-05
  e29 [800/1250] loss 0.352 focal 0.248 off 0.1032 | batch median err 2.1px | 76.1 img/s | lr 3.18e-05
  e29 [850/1250] loss 0.354 focal 0.250 off 0.1039 | batch median err 1.5px | 76.1 img/s | lr 3.16e-05
  e29 [900/1250] loss 0.354 focal 0.250 off 0.1037 | batch median err 1.7px | 76.2 img/s | lr 3.14e-05
  e29 [950/1250] loss 0.354 focal 0.250 off 0.1039 | batch median err 1.4px | 76.2 img/s | lr 3.11e-05
  e29 [1000/1250] loss 0.354 focal 0.250 off 0.1036 | batch median err 2.6px | 76.2 img/s | lr 3.09e-05
  e29 [1050/1250] loss 0.355 focal 0.251 off 0.1035 | batch median err 2.5px | 76.2 img/s | lr 3.07e-05
  e29 [1100/1250] loss 0.356 focal 0.252 off 0.1038 | batch median err 1.7px | 76.2 img/s | lr 3.05e-05
  e29 [1150/1250] loss 0.355 focal 0.251 off 0.1038 | batch median err 0.9px | 76.2 img/s | lr 3.02e-05
  e29 [1200/1250] loss 0.356 focal 0.252 off 0.1040 | batch median err 1.8px | 76.2 img/s | lr 3.00e-05
  e29 [1250/1250] loss 0.355 focal 0.252 off 0.1038 | batch median err 1.3px | 76.2 img/s | lr 2.98e-05
epoch 29: loss 0.3555 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e30 [50/1250] loss 0.365 focal 0.259 off 0.1058 | batch median err 2.3px | 72.2 img/s | lr 2.96e-05
  e30 [100/1250] loss 0.357 focal 0.251 off 0.1058 | batch median err 2.4px | 74.2 img/s | lr 2.94e-05
  e30 [150/1250] loss 0.354 focal 0.249 off 0.1050 | batch median err 1.9px | 75.0 img/s | lr 2.91e-05
  e30 [200/1250] loss 0.354 focal 0.250 off 0.1037 | batch median err 1.3px | 75.3 img/s | lr 2.89e-05
  e30 [250/1250] loss 0.352 focal 0.247 off 0.1050 | batch median err 13.3px | 75.5 img/s | lr 2.87e-05
  e30 [300/1250] loss 0.347 focal 0.243 off 0.1037 | batch median err 1.1px | 75.7 img/s | lr 2.85e-05
  e30 [350/1250] loss 0.343 focal 0.240 off 0.1028 | batch median err 1.0px | 75.8 img/s | lr 2.83e-05
  e30 [400/1250] loss 0.343 focal 0.240 off 0.1024 | batch median err 1.5px | 75.8 img/s | lr 2.80e-05
  e30 [450/1250] loss 0.343 focal 0.242 off 0.1016 | batch median err 1.2px | 75.9 img/s | lr 2.78e-05
  e30 [500/1250] loss 0.345 focal 0.243 off 0.1021 | batch median err 1.2px | 76.0 img/s | lr 2.76e-05
  e30 [550/1250] loss 0.344 focal 0.242 off 0.1018 | batch median err 1.2px | 76.0 img/s | lr 2.74e-05
  e30 [600/1250] loss 0.345 focal 0.243 off 0.1016 | batch median err 1.3px | 76.0 img/s | lr 2.72e-05
  e30 [650/1250] loss 0.345 focal 0.243 off 0.1016 | batch median err 1.3px | 76.1 img/s | lr 2.70e-05
  e30 [700/1250] loss 0.344 focal 0.242 off 0.1016 | batch median err 1.3px | 76.1 img/s | lr 2.68e-05
  e30 [750/1250] loss 0.346 focal 0.243 off 0.1026 | batch median err 1.7px | 76.1 img/s | lr 2.66e-05
  e30 [800/1250] loss 0.348 focal 0.245 off 0.1028 | batch median err 2.2px | 76.1 img/s | lr 2.63e-05
  e30 [850/1250] loss 0.348 focal 0.245 off 0.1028 | batch median err 1.5px | 76.1 img/s | lr 2.61e-05
  e30 [900/1250] loss 0.349 focal 0.245 off 0.1034 | batch median err 1.7px | 76.1 img/s | lr 2.59e-05
  e30 [950/1250] loss 0.348 focal 0.245 off 0.1034 | batch median err 1.0px | 76.2 img/s | lr 2.57e-05
  e30 [1000/1250] loss 0.348 focal 0.245 off 0.1033 | batch median err 1.1px | 76.2 img/s | lr 2.55e-05
  e30 [1050/1250] loss 0.348 focal 0.245 off 0.1033 | batch median err 1.1px | 76.2 img/s | lr 2.53e-05
  e30 [1100/1250] loss 0.349 focal 0.246 off 0.1033 | batch median err 1.4px | 76.2 img/s | lr 2.51e-05
  e30 [1150/1250] loss 0.349 focal 0.246 off 0.1031 | batch median err 0.9px | 76.2 img/s | lr 2.49e-05
  e30 [1200/1250] loss 0.348 focal 0.245 off 0.1028 | batch median err 2.0px | 76.2 img/s | lr 2.47e-05
  e30 [1250/1250] loss 0.348 focal 0.245 off 0.1031 | batch median err 0.9px | 76.2 img/s | lr 2.45e-05
epoch 30: loss 0.3483 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e31 [50/1250] loss 0.361 focal 0.262 off 0.0991 | batch median err 2.0px | 72.7 img/s | lr 2.43e-05
  e31 [100/1250] loss 0.359 focal 0.260 off 0.0986 | batch median err 1.5px | 74.6 img/s | lr 2.41e-05
  e31 [150/1250] loss 0.358 focal 0.258 off 0.0999 | batch median err 2.0px | 75.2 img/s | lr 2.39e-05
  e31 [200/1250] loss 0.349 focal 0.249 off 0.1001 | batch median err 2.5px | 75.5 img/s | lr 2.37e-05
  e31 [250/1250] loss 0.358 focal 0.257 off 0.1001 | batch median err 2.0px | 75.7 img/s | lr 2.35e-05
  e31 [300/1250] loss 0.357 focal 0.256 off 0.1014 | batch median err 1.3px | 75.8 img/s | lr 2.33e-05
  e31 [350/1250] loss 0.355 focal 0.253 off 0.1020 | batch median err 1.0px | 75.9 img/s | lr 2.31e-05
  e31 [400/1250] loss 0.353 focal 0.250 off 0.1027 | batch median err 1.1px | 76.0 img/s | lr 2.29e-05
  e31 [450/1250] loss 0.355 focal 0.252 off 0.1033 | batch median err 1.1px | 76.0 img/s | lr 2.27e-05
  e31 [500/1250] loss 0.351 focal 0.248 off 0.1030 | batch median err 1.5px | 76.1 img/s | lr 2.25e-05
  e31 [550/1250] loss 0.354 focal 0.251 off 0.1031 | batch median err 1.4px | 76.1 img/s | lr 2.23e-05
  e31 [600/1250] loss 0.353 focal 0.251 off 0.1024 | batch median err 0.8px | 76.1 img/s | lr 2.21e-05
  e31 [650/1250] loss 0.354 focal 0.252 off 0.1025 | batch median err 2.0px | 76.1 img/s | lr 2.19e-05
  e31 [700/1250] loss 0.356 focal 0.253 off 0.1028 | batch median err 0.8px | 76.1 img/s | lr 2.17e-05
  e31 [750/1250] loss 0.355 focal 0.252 off 0.1026 | batch median err 1.9px | 76.2 img/s | lr 2.15e-05
  e31 [800/1250] loss 0.353 focal 0.250 off 0.1029 | batch median err 1.1px | 76.2 img/s | lr 2.13e-05
  e31 [850/1250] loss 0.354 focal 0.251 off 0.1031 | batch median err 1.7px | 76.2 img/s | lr 2.11e-05
  e31 [900/1250] loss 0.355 focal 0.252 off 0.1032 | batch median err 1.4px | 76.2 img/s | lr 2.09e-05
  e31 [950/1250] loss 0.356 focal 0.253 off 0.1037 | batch median err 1.5px | 76.2 img/s | lr 2.07e-05
  e31 [1000/1250] loss 0.357 focal 0.253 off 0.1042 | batch median err 1.2px | 76.2 img/s | lr 2.05e-05
  e31 [1050/1250] loss 0.357 focal 0.252 off 0.1043 | batch median err 1.2px | 76.2 img/s | lr 2.03e-05
  e31 [1100/1250] loss 0.358 focal 0.253 off 0.1042 | batch median err 1.4px | 76.2 img/s | lr 2.01e-05
  e31 [1150/1250] loss 0.357 focal 0.252 off 0.1042 | batch median err 0.9px | 76.2 img/s | lr 1.99e-05
  e31 [1200/1250] loss 0.356 focal 0.252 off 0.1039 | batch median err 1.7px | 76.2 img/s | lr 1.98e-05
  e31 [1250/1250] loss 0.356 focal 0.252 off 0.1039 | batch median err 1.1px | 76.2 img/s | lr 1.96e-05
epoch 31: loss 0.3564 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e32 [50/1250] loss 0.361 focal 0.260 off 0.1007 | batch median err 1.5px | 72.6 img/s | lr 1.94e-05
  e32 [100/1250] loss 0.345 focal 0.246 off 0.0995 | batch median err 1.2px | 74.5 img/s | lr 1.92e-05
  e32 [150/1250] loss 0.352 focal 0.246 off 0.1059 | batch median err 1.6px | 75.1 img/s | lr 1.90e-05
  e32 [200/1250] loss 0.356 focal 0.249 off 0.1066 | batch median err 1.6px | 75.4 img/s | lr 1.88e-05
  e32 [250/1250] loss 0.351 focal 0.245 off 0.1060 | batch median err 1.5px | 75.6 img/s | lr 1.86e-05
  e32 [300/1250] loss 0.353 focal 0.247 off 0.1060 | batch median err 1.4px | 75.7 img/s | lr 1.85e-05
  e32 [350/1250] loss 0.354 focal 0.248 off 0.1063 | batch median err 1.3px | 75.8 img/s | lr 1.83e-05
  e32 [400/1250] loss 0.352 focal 0.246 off 0.1060 | batch median err 2.6px | 75.9 img/s | lr 1.81e-05
  e32 [450/1250] loss 0.351 focal 0.246 off 0.1056 | batch median err 1.6px | 76.0 img/s | lr 1.79e-05
  e32 [500/1250] loss 0.353 focal 0.248 off 0.1048 | batch median err 1.0px | 76.0 img/s | lr 1.77e-05
  e32 [550/1250] loss 0.353 focal 0.248 off 0.1046 | batch median err 1.2px | 76.0 img/s | lr 1.76e-05
  e32 [600/1250] loss 0.353 focal 0.249 off 0.1042 | batch median err 1.1px | 76.1 img/s | lr 1.74e-05
  e32 [650/1250] loss 0.355 focal 0.250 off 0.1048 | batch median err 1.5px | 76.1 img/s | lr 1.72e-05
  e32 [700/1250] loss 0.351 focal 0.247 off 0.1045 | batch median err 1.2px | 76.1 img/s | lr 1.70e-05
  e32 [750/1250] loss 0.352 focal 0.247 off 0.1046 | batch median err 1.4px | 76.1 img/s | lr 1.69e-05
  e32 [800/1250] loss 0.351 focal 0.247 off 0.1042 | batch median err 1.6px | 76.1 img/s | lr 1.67e-05
  e32 [850/1250] loss 0.351 focal 0.247 off 0.1040 | batch median err 1.1px | 76.2 img/s | lr 1.65e-05
  e32 [900/1250] loss 0.350 focal 0.246 off 0.1038 | batch median err 1.3px | 76.2 img/s | lr 1.63e-05
  e32 [950/1250] loss 0.350 focal 0.246 off 0.1037 | batch median err 1.5px | 76.2 img/s | lr 1.62e-05
  e32 [1000/1250] loss 0.350 focal 0.246 off 0.1036 | batch median err 1.2px | 76.2 img/s | lr 1.60e-05
  e32 [1050/1250] loss 0.351 focal 0.247 off 0.1039 | batch median err 1.4px | 76.2 img/s | lr 1.58e-05
  e32 [1100/1250] loss 0.352 focal 0.248 off 0.1040 | batch median err 1.9px | 76.2 img/s | lr 1.57e-05
  e32 [1150/1250] loss 0.353 focal 0.249 off 0.1042 | batch median err 0.9px | 76.2 img/s | lr 1.55e-05
  e32 [1200/1250] loss 0.353 focal 0.249 off 0.1044 | batch median err 1.1px | 76.2 img/s | lr 1.53e-05
  e32 [1250/1250] loss 0.354 focal 0.249 off 0.1049 | batch median err 1.3px | 76.2 img/s | lr 1.51e-05
epoch 32: loss 0.3535 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e33 [50/1250] loss 0.344 focal 0.250 off 0.0946 | batch median err 1.5px | 72.6 img/s | lr 1.50e-05
  e33 [100/1250] loss 0.348 focal 0.251 off 0.0964 | batch median err 2.2px | 74.5 img/s | lr 1.48e-05
  e33 [150/1250] loss 0.341 focal 0.241 off 0.1006 | batch median err 1.3px | 75.1 img/s | lr 1.46e-05
  e33 [200/1250] loss 0.347 focal 0.243 off 0.1041 | batch median err 1.0px | 75.4 img/s | lr 1.45e-05
  e33 [250/1250] loss 0.344 focal 0.241 off 0.1031 | batch median err 1.3px | 75.6 img/s | lr 1.43e-05
  e33 [300/1250] loss 0.348 focal 0.245 off 0.1036 | batch median err 1.7px | 75.7 img/s | lr 1.42e-05
  e33 [350/1250] loss 0.351 focal 0.247 off 0.1042 | batch median err 1.4px | 75.8 img/s | lr 1.40e-05
  e33 [400/1250] loss 0.353 focal 0.249 off 0.1041 | batch median err 2.6px | 75.9 img/s | lr 1.38e-05
  e33 [450/1250] loss 0.352 focal 0.248 off 0.1038 | batch median err 1.2px | 75.9 img/s | lr 1.37e-05
  e33 [500/1250] loss 0.354 focal 0.251 off 0.1038 | batch median err 0.9px | 76.0 img/s | lr 1.35e-05
  e33 [550/1250] loss 0.354 focal 0.250 off 0.1040 | batch median err 1.2px | 76.0 img/s | lr 1.34e-05
  e33 [600/1250] loss 0.355 focal 0.250 off 0.1052 | batch median err 2.0px | 76.1 img/s | lr 1.32e-05
  e33 [650/1250] loss 0.353 focal 0.248 off 0.1050 | batch median err 1.1px | 76.1 img/s | lr 1.30e-05
  e33 [700/1250] loss 0.352 focal 0.247 off 0.1049 | batch median err 1.1px | 76.1 img/s | lr 1.29e-05
  e33 [750/1250] loss 0.351 focal 0.247 off 0.1049 | batch median err 1.5px | 76.1 img/s | lr 1.27e-05
  e33 [800/1250] loss 0.351 focal 0.246 off 0.1048 | batch median err 3.1px | 76.1 img/s | lr 1.26e-05
  e33 [850/1250] loss 0.350 focal 0.245 off 0.1045 | batch median err 1.3px | 76.1 img/s | lr 1.24e-05
  e33 [900/1250] loss 0.348 focal 0.244 off 0.1040 | batch median err 1.0px | 76.2 img/s | lr 1.23e-05
  e33 [950/1250] loss 0.347 focal 0.243 off 0.1042 | batch median err 1.0px | 76.2 img/s | lr 1.21e-05
  e33 [1000/1250] loss 0.348 focal 0.244 off 0.1042 | batch median err 1.1px | 76.2 img/s | lr 1.20e-05
  e33 [1050/1250] loss 0.348 focal 0.243 off 0.1044 | batch median err 1.3px | 76.2 img/s | lr 1.18e-05
  e33 [1100/1250] loss 0.348 focal 0.244 off 0.1043 | batch median err 1.0px | 76.2 img/s | lr 1.17e-05
  e33 [1150/1250] loss 0.349 focal 0.245 off 0.1042 | batch median err 1.1px | 76.2 img/s | lr 1.15e-05
  e33 [1200/1250] loss 0.349 focal 0.245 off 0.1042 | batch median err 1.5px | 76.2 img/s | lr 1.14e-05
  e33 [1250/1250] loss 0.349 focal 0.244 off 0.1041 | batch median err 1.6px | 76.2 img/s | lr 1.12e-05
epoch 33: loss 0.3485 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e34 [50/1250] loss 0.374 focal 0.263 off 0.1115 | batch median err 1.1px | 72.7 img/s | lr 1.11e-05
  e34 [100/1250] loss 0.359 focal 0.253 off 0.1057 | batch median err 1.2px | 74.5 img/s | lr 1.09e-05
  e34 [150/1250] loss 0.355 focal 0.252 off 0.1029 | batch median err 1.4px | 75.1 img/s | lr 1.08e-05
  e34 [200/1250] loss 0.355 focal 0.251 off 0.1039 | batch median err 1.3px | 75.4 img/s | lr 1.07e-05
  e34 [250/1250] loss 0.355 focal 0.250 off 0.1044 | batch median err 2.4px | 75.6 img/s | lr 1.05e-05
